routeid,nodeid,gpslong,gpslati,A1
"100100002","101000051",126.985717,37.56094,"11140"
"100100002","101000032",126.9779334764,37.5610812855,"11140"
"100100002","101000033",126.97648724,37.5626069098,"11140"
"100100002","101000039",126.9772704866,37.5683636767,"11140"
"100100002","100000023",126.9772022826,37.5724045047,"11110"
"100100002","100000022",126.9787204661,37.5756938103,"11110"
"100100002","100000104",126.9841842323,37.5758656523,"11110"
"100100002","100000413",126.9875496939,37.5713121046,"11110"
"100100002","100000004",126.9875072018,37.5685822333,"11110"
"100100002","101000001",126.9874579937,37.5649827048,"11140"
"100100002","101000051",126.985717,37.56094,"11140"
"100100002","101000032",126.9779334764,37.5610812855,"11140"
"100100002","101000033",126.97648724,37.5626069098,"11140"
"100100002","101000039",126.9772704866,37.5683636767,"11140"
"100100002","100000023",126.9772022826,37.5724045047,"11110"
"100100002","100000022",126.9787204661,37.5756938103,"11110"
"100100002","100000104",126.9841842323,37.5758656523,"11110"
"100100002","100000413",126.9875496939,37.5713121046,"11110"
"100100002","100000004",126.9875072018,37.5685822333,"11110"
"100100002","101000001",126.9874579937,37.5649827048,"11140"
"100100002","101000051",126.985717,37.56094,"11140"
"100100002","101000032",126.9779334764,37.5610812855,"11140"
"106000002","102000226",126.9904431246,37.5511572043,"11170"
"106000002","102000316",126.981814,37.552265,"11170"
"106000002","101000111",126.9801102008,37.5556147024,"11140"
"106000002","101000265",126.9766122299,37.5566056006,"11140"
"106000002","101000029",126.9759991814,37.558573168,"11140"
"106000002","101000033",126.97648724,37.5626069098,"11140"
"106000002","101000039",126.9772704866,37.5683636767,"11140"
"106000002","100000386",126.981,37.570072,"11110"
"106000002","100000388",126.985541114,37.570087252,"11110"
"106000002","100000390",126.9895689652,37.5701875394,"11110"
"106000002","100000392",126.9947286676,37.5704168801,"11110"
"106000002","100000394",126.9988533013,37.5707157083,"11110"
"106000002","100000396",127.0034688409,37.5709177804,"11110"
"106000002","101000074",127.0084231234,37.5673199726,"11140"
"106000002","101000071",127.0072941642,37.5650333972,"11140"
"106000002","101000117",127.0054329618,37.5581192384,"11140"
"106000002","101000106",127.0010413652,37.5516156456,"11140"
"106000002","101000149",126.998808215,37.5506954106,"11140"
"100100549","110000327",127.0700074499,37.6381165585,"11350"
"100100549","110000286",127.0689531571,37.6392980997,"11350"
"100100549","110000273",127.0662849768,37.6405553357,"11350"
"100100549","110000272",127.0651976974,37.6429369554,"11350"
"100100549","110000275",127.0648650883,37.6457948167,"11350"
"100100549","110000277",127.0679031632,37.6475425263,"11350"
"100100549","110000279",127.0700462203,37.6468902229,"11350"
"100100549","110000280",127.0715162754,37.643566149,"11350"
"100100549","110000337",127.0723129965,37.641825354,"11350"
"100100549","110000335",127.0729634977,37.6404744601,"11350"
"100100549","110000333",127.0744265397,37.6383451615,"11350"
"100100549","110000325",127.0695594596,37.6367787075,"11350"
"100100549","110000353",127.066903007,37.635155239,"11350"
"100100549","110000351",127.0647840048,37.6338384235,"11350"
"100100549","110000238",127.0616454031,37.6319022528,"11350"
"100100549","110000211",127.0553103774,37.6279484387,"11350"
"100100549","110000210",127.0525763998,37.6262050932,"11350"
"100100549","108000098",127.0481201397,37.6233206964,"11290"
"100100549","108000373",127.0454331119,37.6208240912,"11290"
"100100549","108000099",127.044351703,37.6191103466,"11305"
"100100549","108000100",127.0380710764,37.6136824773,"11290"
"100100549","108000101",127.0360801756,37.612149839,"11290"
"100100549","108000102",127.0321633111,37.6100659535,"11305"
"100100549","107000001",127.028232048,37.6068897684,"11290"
"100100549","107000003",127.0241845482,37.6036093788,"11290"
"100100549","107000005",127.0216800673,37.5988124984,"11290"
"100100549","107000007",127.0180870417,37.5937751071,"11290"
"100100549","107000009",127.0092102337,37.5898834226,"11290"
"100100549","100000005",127.0016943494,37.5862299819,"11110"
"100100549","100000003",126.9982901625,37.5827088189,"11110"
"100100549","100000002",126.9965201597,37.5791788583,"11110"
"100100549","100000102",126.9973383362,37.5745325055,"11110"
"100100549","100000151",126.9978384311,37.5695021129,"11110"
"100100549","101000063",126.9962218644,37.5666038467,"11140"
"100100549","101000061",126.990379454,37.566313373,"11140"
"100100549","101000059",126.9865270687,37.5661750187,"11140"
"100100549","101000041",126.9821793435,37.5644712444,"11140"
"100100549","101000032",126.9779334764,37.5610812855,"11140"
"100100549","101000329",126.9744890187,37.5597629406,"11140"
"100100549","101000004",126.9725522061,37.5554776389,"11140"
"100100549","102000012",126.9716892138,37.5495341989,"11170"
"100100549","102000010",126.9722180094,37.5437536535,"11170"
"100100549","102000008",126.9740800298,37.5359959041,"11170"
"100100549","102000006",126.9704504046,37.5321195468,"11170"
"100100549","102000004",126.9666335,37.52793675,"11170"
"100100549","102000002",126.9631384285,37.5243338388,"11170"
"100100549","102000120",126.9661332639,37.5215323867,"11170"
"100100549","102000122",126.9683477687,37.521275303,"11170"
"100100549","102000124",126.9729005287,37.5201520027,"11170"
"100100549","102000126",126.9761464371,37.5191306285,"11170"
"100100549","102000128",126.9783905191,37.5184071679,"11170"
"100100549","102000130",126.9811387863,37.5178158456,"11170"
"100100549","102000132",126.9854597842,37.5174878544,"11170"
"100100549","102000063",126.9894739925,37.5200510964,"11170"
"100100549","102000061",126.9920733173,37.5253797715,"11170"
"100100549","102000059",126.9911060067,37.5302507227,"11170"
"100100549","102000060",126.9911951867,37.5296144396,"11170"
"100100549","102000175",126.9913903716,37.5248179784,"11170"
"100100549","102000176",126.9907042754,37.5226166078,"11170"
"100100549","102000243",126.9906243951,37.5208411716,"11170"
"100100549","102000173",126.9901087261,37.5202604236,"11170"
"100100549","102000231",126.9892300874,37.5200377124,"11170"
"100100549","102000131",126.9851957512,37.5178934253,"11170"
"100100549","102000129",126.9807832264,37.5179305266,"11170"
"100100549","102000127",126.9775800661,37.5187582786,"11170"
"100100549","102000125",126.974567284,37.5197158871,"11170"
"100100549","102000123",126.9718436463,37.5205709728,"11170"
"100100549","102000121",126.9677713597,37.5214178569,"11170"
"100100549","102000001",126.9631731011,37.5241009704,"11170"
"100100549","102000003",126.9661443758,37.5272804289,"11170"
"100100549","102000005",126.9701706148,37.5315345859,"11170"
"100100549","102000007",126.9739350361,37.5353188444,"11170"
"100100549","102000009",126.9725584823,37.5432991184,"11170"
"100100549","102000011",126.9721833581,37.5509825934,"11170"
"100100549","101000007",126.9727726576,37.5554664032,"11140"
"100100549","101000114",126.9762193,37.56037765,"11140"
"100100549","101000043",126.9819217706,37.5630081328,"11140"
"100100549","101000057",126.9853753406,37.5659870189,"11140"
"100100549","101000060",126.9888222236,37.5661216045,"11140"
"100100549","101000062",126.9913175282,37.5662336334,"11140"
"100100549","101000064",126.9968402973,37.5664971393,"11140"
"100100549","101000067",127.0011069759,37.5667239207,"11140"
"100100549","101000070",127.0064075366,37.5661794747,"11140"
"100100549","101000071",127.0072941642,37.5650333972,"11140"
"100100549","101000102",127.0032991424,37.5634318233,"11140"
"100100549","101000069",127.0024217692,37.5658168668,"11140"
"100100549","101000068",127.0022525478,37.5679533421,"11140"
"100100549","100000116",127.0020674817,37.5705560731,"11110"
"100100549","100000109",127.0020279531,37.5728818279,"11110"
"100100549","100000108",127.0021111571,37.5744636711,"11110"
"100100549","100000123",127.0022981851,37.5781239863,"11110"
"100100549","100000124",127.0021325403,37.5811068753,"11110"
"100100549","100000133",127.0015280585,37.5845415827,"11110"
"100100549","107000010",127.0083640454,37.5893269191,"11290"
"100100549","107000008",127.0178186974,37.5933209408,"11290"
"100100549","107000006",127.0217897651,37.5979233522,"11290"
"100100549","107000004",127.0236778462,37.603191078,"11290"
"100100549","107000002",127.0273788206,37.6059970411,"11290"
"100100549","107000011",127.0321966828,37.6099865112,"11290"
"100100549","107000012",127.0357831591,37.6118940155,"11290"
"100100549","107000013",127.038206836,37.6137042583,"11290"
"100100549","107000014",127.0430151093,37.617937351,"11290"
"100100549","107000015",127.0452815707,37.6203386577,"11290"
"100100549","107000016",127.048608795,37.6235755993,"11290"
"100100549","110000236",127.051330169,37.6252566934,"11350"
"100100549","110000237",127.0574366108,37.6291167449,"11350"
"100100549","110000239",127.0615722158,37.6317010297,"11350"
"100100549","110000352",127.0654499289,37.6341014365,"11350"
"100100549","110000354",127.0668981348,37.6349926667,"11350"
"100100549","110000324",127.0694564001,37.6365602067,"11350"
"100100549","110000328",127.0707323267,37.6373499931,"11350"
"100100549","110000695",127.0733137574,37.6379659285,"11350"
"100100549","110000334",127.0743128874,37.639369407,"11350"
"100100549","110000336",127.0723823886,37.6420528175,"11350"
"100100549","110000341",127.0710261009,37.6449220911,"11350"
"100100549","110000257",127.0701324491,37.6473672698,"11350"
"100100549","110000276",127.067988,37.647847,"11350"
"100100549","110000274",127.0654180083,37.6460466232,"11350"
"100100549","110000265",127.0645691655,37.6438971185,"11350"
"100100549","110000343",127.0691087074,37.6392529913,"11350"
"100100549","110000387",127.0705878235,37.6374168944,"11350"
"100100006","108000014",127.0128765987,37.6625634716,"11305"
"100100006","108000015",127.0134646945,37.6607847495,"11305"
"100100006","109000115",127.0150272235,37.6575139692,"11320"
"100100006","109000117",127.018941983,37.6572758816,"11320"
"100100006","109000119",127.0231369153,37.6573563797,"11320"
"100100006","109000121",127.0242708967,37.657400826,"11320"
"100100006","109900046",127.02641349,37.657506626,"11320"
"100100006","109000125",127.0289337292,37.657645309,"11320"
"100100006","109000127",127.0317544101,37.6578267456,"11320"
"100100006","109000129",127.035122,37.658044,"11320"
"100100006","109000131",127.0376886766,37.6571904367,"11320"
"100100006","109000013",127.0381546955,37.654566822,"11320"
"100100006","109000015",127.0347521487,37.6488235595,"11320"
"100100006","109000017",127.0326523611,37.6452930245,"11320"
"100100006","108000001",127.0290061373,37.6412660271,"11305"
"100100006","108000378",127.0260369276,37.6385200449,"11305"
"100100006","108000003",127.0240533777,37.6367024335,"11305"
"100100006","108000005",127.0241827782,37.6312290658,"11305"
"100100006","108000007",127.0266555502,37.6248712648,"11305"
"100100006","108000009",127.0287005024,37.6197095673,"11305"
"100100006","108000011",127.030002312,37.613765142,"11305"
"100100006","107000058",127.0313059234,37.6059147758,"11290"
"100100006","107000060",127.0331233065,37.6014694388,"11290"
"100100006","107000062",127.0342434232,37.5992522052,"11290"
"100100006","107000064",127.0357831859,37.5948209235,"11290"
"100100006","107000066",127.0349190878,37.5884912484,"11290"
"100100006","107000067",127.0316635859,37.5851062255,"11230"
"100100006","107000068",127.0291104074,37.5826133103,"11290"
"100100006","107000069",127.0250876003,37.5796518037,"11290"
"100100006","100000147",127.0229468784,37.5758561421,"11110"
"100100006","100000367",127.0196389758,37.57430372,"11110"
"100100006","100000365",127.0124927764,37.5721671928,"11110"
"100100006","100000397",127.0057093611,37.571151812,"11110"
"100100006","100000395",126.9993198827,37.5709076392,"11110"
"100100006","100000393",126.9952769536,37.5706002885,"11110"
"100100006","100000391",126.9899682503,37.5703886931,"11110"
"100100006","100000389",126.9862540445,37.5702679499,"11110"
"100100006","100000387",126.9813905902,37.5702666069,"11110"
"100100006","100000385",126.9780908549,37.5702957096,"11110"
"100100006","100000028",126.9713844203,37.5699306396,"11110"
"100100006","100000376",126.9687255308,37.5680683964,"11110"
"100100006","112000169",126.9685874852,37.5632451003,"11410"
"100100006","101000036",126.9748278571,37.5633054584,"11140"
"100100006","101000039",126.9772704866,37.5683636767,"11140"
"100100006","100000386",126.981,37.570072,"11110"
"100100006","100000388",126.985541114,37.570087252,"11110"
"100100006","100000390",126.9895689652,37.5701875394,"11110"
"100100006","100000392",126.9947286676,37.5704168801,"11110"
"100100006","100000394",126.9988533013,37.5707157083,"11110"
"100100006","100000396",127.0034688409,37.5709177804,"11110"
"100100006","100000398",127.0134620695,37.5722800814,"11110"
"100100006","100000366",127.017533,37.573432,"11110"
"100100006","105000552",127.0232641452,37.5766294277,"11230"
"100100006","105000092",127.0255251139,37.5798117485,"11230"
"100100006","105000091",127.029909,37.582438,"11230"
"100100006","105000090",127.0322411467,37.5855767117,"11230"
"100100006","105000089",127.0347492384,37.5881642203,"11230"
"100100006","107000065",127.0360523555,37.594378876,"11290"
"100100006","107000063",127.0347212515,37.5985785099,"11290"
"100100006","107000061",127.0336568141,37.6010102266,"11290"
"100100006","107000059",127.0315281834,37.6057333356,"11290"
"100100006","108000012",127.0302404179,37.6128969541,"11305"
"100100006","108000010",127.0292315431,37.6188328131,"11305"
"100100006","108000008",127.027152197,37.6241142029,"11305"
"100100006","108000006",127.0246946995,37.6305635225,"11305"
"100100006","108000004",127.0251835464,37.6375218186,"11305"
"100100006","108000002",127.0286313964,37.6406966703,"11305"
"100100006","109000042",127.0320767053,37.6440337616,"11320"
"100100006","109000041",127.034091159,37.647404695,"11320"
"100100006","109000036",127.0372495059,37.6526815052,"11320"
"100100006","109000038",127.0381086092,37.6541465234,"11320"
"100100006","109000132",127.037544313,37.6573618085,"11320"
"100100006","109000130",127.0346213656,37.6581208989,"11320"
"100100006","109000128",127.0313287624,37.6579107827,"11320"
"100100006","109000126",127.0285500735,37.6577240151,"11320"
"100100006","109900076",127.0265530593,37.6576053659,"11320"
"100100006","109000122",127.024867,37.657521,"11320"
"100100006","109000120",127.0223232051,37.6574774295,"11320"
"100100006","109000118",127.0189606649,37.6573652278,"11320"
"100100006","109000116",127.0147211748,37.6576824381,"11320"
"100100006","109000236",127.0139573374,37.6589448343,"11305"
"100100006","108000016",127.0134125469,37.6613448748,"11305"
"100100129","107000163",127.005986712,37.620239131,"11290"
"100100129","107000164",127.0061612382,37.6184960283,"11290"
"100100129","107000165",127.0077205654,37.6167024812,"11290"
"100100129","107000167",127.0087738602,37.6161178785,"11290"
"100100129","107000518",127.0080361564,37.6123208475,"11290"
"100100129","107000075",127.0084452113,37.61157851,"11290"
"100100129","107000077",127.009848917,37.6084714968,"11290"
"100100129","107000079",127.0114514047,37.605178794,"11290"
"100100129","107000168",127.0134207969,37.6025035348,"11290"
"100100129","107000170",127.013771643,37.6006378138,"11290"
"100100129","107000172",127.0150321421,37.5968524981,"11290"
"100100129","107000174",127.0162659964,37.593399898,"11290"
"100100129","107000209",127.0165522454,37.5920040857,"11290"
"100100129","107000087",127.0173202731,37.5882905568,"11290"
"100100129","107000089",127.019299,37.585282,"11290"
"100100129","107000091",127.020317,37.583384,"11290"
"100100129","107000093",127.0218797088,37.5804569445,"11290"
"100100129","100000147",127.0229468784,37.5758561421,"11110"
"100100129","100000364",127.017840741,37.5736846482,"11110"
"100100129","100000144",127.0156640117,37.5741819196,"11110"
"100100129","100000143",127.0152404443,37.5787517073,"11110"
"100100129","107000230",127.0193412438,37.5854618495,"11290"
"100100129","107000088",127.0171651481,37.5885549383,"11290"
"100100129","107000210",127.0166446444,37.5919636543,"11290"
"100100129","107000175",127.0163394801,37.5934767913,"11290"
"100100129","107000173",127.0156069873,37.5960344292,"11290"
"100100129","107000171",127.0137902749,37.6005616561,"11290"
"100100129","107000169",127.014767,37.603527,"11290"
"100100129","107000080",127.0115822466,37.6051126706,"11290"
"100100129","107000078",127.0101014877,37.6080195464,"11290"
"100100129","107000076",127.0088194908,37.6110487819,"11290"
"100100129","107000519",127.008269487,37.6120632959,"11290"
"100100129","107000240",127.0088035907,37.6151972302,"11290"
"100100129","107000166",127.0078310325,37.6167520039,"11290"
"100100129","107000508",127.0072962993,37.6173497501,"11290"
"100100129","107000252",127.0062821771,37.6184784591,"11290"
"100100129","107000251",127.006548,37.620132,"11290"
"100100130","110000380",127.0529217351,37.6260697433,"11350"
"100100130","110000230",127.057411011,37.6285147109,"11350"
"100100130","110000231",127.0591244256,37.6281914791,"11350"
"100100130","110000235",127.0601348,37.62299196,"11350"
"100100130","110000234",127.0582047051,37.6198175394,"11350"
"100100130","110000233",127.0566594175,37.6188660738,"11350"
"100100130","110000364",127.0552244089,37.6198525717,"11350"
"100100130","107000522",127.0522655429,37.6188638365,"11290"
"100100130","107000130",127.0513851554,37.6181571288,"11290"
"100100130","107000132",127.0497292935,37.6169933793,"11290"
"100100130","107000197",127.0486325152,37.6160645279,"11290"
"100100130","107000186",127.0488350355,37.6139053753,"11290"
"100100130","107000184",127.0457891407,37.6138602395,"11290"
"100100130","107000182",127.043041325,37.6139058144,"11290"
"100100130","107000180",127.0404890653,37.6144062254,"11290"
"100100130","107000516",127.0389900579,37.6137718421,"11290"
"100100130","107000187",127.0353400807,37.6105762289,"11290"
"100100130","107000189",127.0357150484,37.6094604036,"11290"
"100100130","107000191",127.0366654139,37.6066346712,"11290"
"100100130","107000193",127.0374580008,37.6041484498,"11290"
"100100130","107000039",127.0351662979,37.6028019378,"11290"
"100100130","107000060",127.0331233065,37.6014694388,"11290"
"100100130","107000062",127.0342434232,37.5992522052,"11290"
"100100130","107000064",127.0357831859,37.5948209235,"11290"
"100100130","107000066",127.0349190878,37.5884912484,"11290"
"100100130","107000067",127.0316635859,37.5851062255,"11230"
"100100130","105000093",127.0296584543,37.581625857,"11230"
"100100130","105000095",127.0301724057,37.5789899514,"11230"
"100100130","105000096",127.0304990897,37.5758985009,"11230"
"100100130","105000098",127.0305181715,37.5725957339,"11230"
"100100130","103000009",127.0301650627,37.5681608993,"11200"
"100100130","103000016",127.0300159401,37.5654503432,"11200"
"100100130","103000005",127.0286415903,37.564608607,"11200"
"100100130","103000006",127.0250356573,37.5650994856,"11140"
"100100130","103000007",127.0236773971,37.5663841634,"11200"
"100100130","103000010",127.0243199035,37.5676023346,"11200"
"100100130","103000150",127.0277620046,37.5670168554,"11200"
"100100130","103000008",127.0303482315,37.5687285766,"11200"
"100100130","105000099",127.0306795411,37.5727190835,"11230"
"100100130","105000097",127.0306300088,37.5761884533,"11230"
"100100130","105000094",127.0302819748,37.5791050922,"11230"
"100100130","105000091",127.029909,37.582438,"11230"
"100100130","105000090",127.0322411467,37.5855767117,"11230"
"100100130","105000089",127.0347492384,37.5881642203,"11230"
"100100130","107000065",127.0360523555,37.594378876,"11290"
"100100130","107000063",127.0347212515,37.5985785099,"11290"
"100100130","107000061",127.0336568141,37.6010102266,"11290"
"100100130","107000038",127.0338829904,37.6025152573,"11290"
"100100130","107000040",127.0375096145,37.6020920985,"11290"
"100100130","107000041",127.0392766903,37.6024463392,"11290"
"100100130","107000194",127.0374252672,37.6043853572,"11290"
"100100130","107000192",127.0366285768,37.6069992714,"11290"
"100100130","107000190",127.0359155138,37.6091337935,"11290"
"100100130","107000188",127.0354323322,37.61058121,"11290"
"100100130","107000012",127.0357831591,37.6118940155,"11290"
